desertionNo
448536202600425
444462202600433
444462202600431
444449202601175
441400202600203
429362202600312
447512202600478
447512202600477
447512202600476
447512202600475
448567202600728
427345202600268
448543202600111
448537202601170
448536202600424
448536202600423
448536202600422
448536202600421
448536202600420
448536202600419
448536202600418
448536202600417
448536202600416
448531202600901
446482202600186
446480202600615
445467202601106
445467202601095
445464202601815
444568202600278
444449202601174
444449202601172
444449202601171
443571202601189
442434202600263
441417202600591
441417202600590
441399202600907
441378202600662
429361202600159
411321202600187
427342202600313
445467202601094
445467202601093
445467202601092
445467202601091
445467202601090
442419202600370
430366202600261
428351202600314
428351202600313
448567202600727
448547202600407
448547202600406
448541202600817
448541202600816
447521202600247
447502202600306
447502202600305
446496202600182
446483202600741
443571202601185
443571202601184
443447202600271
442418202600613
441570202600244
441570202600243
441570202600242
441570202600241
441570202600240
441570202600239
441570202600238
441570202600237
441570202600236
441407202600558
441407202600557
441402202600275
441401202600529
441401202600528
441399202600906
441399202600905
441399202600903
441391202600922
441391202600921
441391202600920
441386202600677
429362202600306
445472202600335
445472202600334
445472202600333
444457202600285
442420202600262
442419202600369
442419202600368
442419202600367
450650202601243
450650202601242
450650202601241
450650202601240
448567202600725
446493202600120
446493202600119
446483202600740
443447202600270
441554202601075
441406202600547
441393202600642
441393202600641
441393202600640
441390202600194
441382202600417
427342202600304
411316202600401
411316202600400
411315202600397
411315202600396
450650202601244
448547202600405
448541202600815
448537202601169
448537202601168
448534202600515
448533202600311
448531202600898
447513202600599
447513202600598
447513202600597
447513202600596
447513202600595
447513202600594
447513202600593
445467202601120
447509202600138
447509202600135
447509202600134
447509202600133
447508202600968
447505202600517
447505202600516
447502202600304
447502202600303
446501202600128
446482202600185
446482202600184
446482202600183
446482202600182
446482202600181
446480202600608
446480202600607
445479202600556
445471202600181
445471202600180
445471202600179
445471202600178
445471202600177
445469202600657
445468202601329
445468202601327
445468202601323
445468202601308
445467202601076
445467202601075
444568202600277
444462202600430
444462202600429
444462202600428
444462202600427
444462202600426
444462202600425
444462202600424
444458202600181
444458202600179
444458202600178
444458202600177
444458202600176
444458202600175
444458202600173
444453202600703
444453202600700
444449202601168
444449202601167
443571202601177
443571202601175
443445202600343
443445202600337
443444202600165
443443202600353
443443202600352
443443202600351
443439202600320
442429202600219
442429202600218
442429202600217
442422202600039
442422202600038
442419202600365
442419202600364
442419202600362
442418202600612
441417202600581
441417202600560
441405202601526
441401202600527
441401202600526
441401202600525
441399202600894
441391202600919
441386202600676
441374202600630
430366202600259
429363202600404
429362202600305
428358202600106
428357202600734
428353202600446
427345202600262
426337202600209
411324202600292
411312202600353
447513202600600
441404202600267
450650202601235
450650202601234
450650202601233
450650202601232
450650202601231
450650202601230
450650202601229
450650202601228
448567202600724
448546202600252
448535202600374
448535202600373
446501202600127
446499202600099
446499202600098
446481202600504
445478202600331
445478202600327
445468202601307
445468202601306
444457202600283
444455202600352
444454202600772
444452202601238
444452202601237
444452202601236
444450202600465
443445202600329
441553202601783
441553202601782
441553202601781
441553202601780
441409202600447
441406202600527
441406202600526
441406202600525
441404202600262
441403202600176
441393202600633
441393202600632
431373202600801
427342202600298
427342202600297
427342202600296
426340202600236
426340202600235
426340202600234
426340202600233
426328202600131
411313202600195
411307202600233
469569202600469
469569202600468
469569202600467
469569202600466
448547202600404
448541202600814
448541202600813
448537202601153
448536202600408
448534202600514
448531202600895
448531202600894
448531202600893
448531202600892
447522202600261
447522202600260
447522202600259
447511202600704
447511202600703
447511202600702
447511202600701
447511202600700
