desertionNo,kindNm,colorCd,specialMark,sexCd,happenPlace,orgNm,processState,popfile1
447502202600305,믹스견,흰색,"온순하고 사람 잘 따름,표정부터 순딩순당하게 생겨서는 동네에 하나쯤 있을법한 인싸 강아지 같음",M,포항시 북구 죽장면 죽장로 1669번길62,경상북도 포항시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505768.jpg
446496202600182,믹스견,흰색,경계심,M,학교면 함영로 푸르메,전라남도 함평군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905691.jpg
446483202600741,믹스견,기타(흰갈검),뒷마당및주변에매일출몰 포획틀에구조,F,나주시세지면지평로57,전라남도 나주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505299.jpg
443571202601185,믹스견,흰색,작은 포메 아주 순한아이 ,F,용암동 용암광장,충청북도 청주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705731.jpg
443571202601184,믹스견,흰색,"눈 백탁 있음, 조금 예민함 ",M,남이면 양촌 골프장 수로에서 발견,충청북도 청주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705173.jpg
443447202600271,믹스견,갈색,성격온순(사람을 기피함),M,음성소방서(금왕),충청북도 음성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260523150511.jpg
442418202600613,믹스견,기타(연갈색),온순함,M,석사동 695,강원특별자치도 춘천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231105937.jpg
441570202600244,믹스견,크림색,온순함,M,흥천면 신근리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305869.jpg
441570202600243,믹스견,옅은 황색,온순함,F,흥천면 신근리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305738.jpg
441570202600242,진도견,붉고 엷은 황갈색,"사람을 좋아하며, 매우온순함",F,대신면 가산리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305364.jpg
441570202600241,진도견,붉고 엷은 황갈색,"사람을 좋아하며, 매우온순함",F,대신면 가산리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305392.jpg
441570202600240,진도견,붉고 엷은 황갈색,"사람을 좋아하며, 매우온순함",F,대신면 가산리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305990.jpg
441570202600239,믹스견,기타(흰색크림색),매우온순함,F,가남읍 양귀리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305147.jpg
441570202600238,진도견,흰색,매우온순함,F,가남읍 본두리,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305216.jpg
441570202600237,믹스견,검정색,"빨간색 목띠착용, 매우온순함",F,가업동 웅골로,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232305546.jpg
441570202600236,푸들,검정색,"파란색 목띠착용, 매우온순함",M,가업동 웅골로,경기도 여주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260523220575.jpg
441407202600558,진도견,흰색,매우온순함,M,부발읍 대관리,경기도 이천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232205135.jpg
441407202600557,믹스견,기타(황색흰색),매우온순함,F,부발읍 대관리,경기도 이천시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605232205881.jpg
441402202600275,믹스견,기타(백),"순함,부정교합심함",M,군포시청 당직실에서 인수,경기도 군포시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505464.jpg
441401202600529,푸들,흰색,"겁이 있지만 금방 적응하는 편, 좌측 눈 충혈된 상태로 발견",M,정왕동 1558-12,경기도 시흥시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405158.jpg
441401202600528,말티즈,크림색,"목줄과 리드줄 착용한 상태로 발견, 소심하지만 사람 좋아하는 편",M,미산동 321-22,경기도 시흥시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405535.jpg
441399202600906,푸들,흰색,착하고 사람 손길을 잘 따름,M,호평동 체육문화센터,경기도 남양주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405470.png
441399202600905,믹스견,갈색,착하고 사람 손길을 잘 따름,M,화도119,경기도 남양주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405895.png
441399202600904,진도견,흰색,착하고 사람 손길을 잘 따름,M,경춘로470,경기도 남양주시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505240.png
441399202600903,믹스견,갈색&흰색,경계가 있으며 겁이 많음,M,진접읍 금곡리 995,경기도 남양주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405715.png
441391202600922,푸들,회색,"한번씩 입질, 겁 많고 귀여움",M,세교동 모산골 공원 인근,경기도 평택시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505680.jpg
441391202600921,믹스견,레몬색&흰색,매우 온순하나 겁 많음,F,안중리 479-1,경기도 평택시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231105705.jpg
441391202600920,믹스견,크림색,"전신 피부병, 입질 있음",F,오성면 죽리길114번지,경기도 평택시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231105964.jpg
441386202600677,포메라니안,"기타(흰색,갈색)","(입소당시) 관리 되어보임, 귀여움, 순함, 약간 예민함",F,상오정로 11,경기도 부천시,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231205351.jpg
429362202600306,말티즈,흰색,26-0296,M,북구 동림동,광주광역시 북구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231305295.jpg
445472202600335,믹스견,검정 황갈색&흰색,순함,M,화산면 춘산로105-15 ,전북특별자치도 완주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405381.jpg
445472202600334,믹스견,갈색,50일령강아지,M,봉동읍 낙평리 655-1 ,전북특별자치도 완주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405447.jpg
445472202600333,믹스견,갈색,50일령강아지,M,봉동읍 낙평리 655-1 ,전북특별자치도 완주군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405563.jpg
444457202600285,믹스견,회색(회청색)바탕에 검정얼룩무늬,.,M,양화면 충절로 267-6,충청남도 부여군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605241405624.jpg
442420202600262,믹스견,갈색,6개월 미만 어린 자견,F,모산로 가정집 부근,강원특별자치도 강릉시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605241205722.jpg
442419202600369,믹스견,갈색,"2개월정도, 경계심",F,살대울모래기길,강원특별자치도 원주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605241605222.jpg
442419202600368,믹스견,갈색&흰색,"크림색, 마른편",M,살대울모래기길,강원특별자치도 원주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605241605370.jpg
442419202600367,믹스견,검정색,"짖음심함, 보더콜리믹스",M,동보렉스2차근처,강원특별자치도 원주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605241605657.jpg
450650202601243,믹스견,갈색,개체관리번호 1052 - 6개월,M,서귀포시 성산읍 온평리 2612,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905230.jpg
450650202601242,믹스견,흰색,개체관리번호 1051,F,서귀포시 성산읍 온평리 2612,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260523090551.jpg
450650202601241,믹스견,갈색,개체관리번호 1050 ,M,서귀포시 성산읍 온평리 2612,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905936.jpg
450650202601240,믹스견,갈색,개체관리번호 1049 - 빨간노끈,M,제주시 노형동 월랑로1 노형종합크리닉 인근,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905934.jpg
448567202600725,믹스견,흰색,"내장칩 있음, 포획 업체 현장 반환",M,마산합포구 진북면 덕곡리 85-1,경상남도 창원시 의창성산구,종료(반환),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230705211.jpg
446493202600120,기타,검정색,사람을 잘따름.,M,황산면 병온리,전라남도 해남군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221605205.jpg
446493202600119,믹스견,갈색&흰색,사람을 경계함.,F,송지면 서정리,전라남도 해남군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605221405864.jpg
446483202600740,믹스견,갈색&흰색,영남복재상가앞주변에서구조,M,나주시풍물시장2길52,전라남도 나주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231505882[1].jpg
443447202600270,말티즈,회색,사람을 잘 따름(성격 온순),M,금왕읍 유포리 106,충청북도 음성군,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231305128.jpg
441554202601075,믹스견,갈색,"5-74, 2개월령, 조금 소심, 귀여운 강아지",F,광주시 곤지암읍 건업리 일대,경기도 광주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231605817.jpg
441553202601795,믹스견,크림색,겁이많은 강아지/ 경계심은 없어보임/ 귀여운외모,F,남양읍 문호리인근,경기도 화성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405665[1].jpg
441553202601794,믹스견,갈색&검정,순해보이는 외모/ 호기심이 있음/ 경계심은 없어보임,M,남양읍 문호리인근,경기도 화성시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231405454.jpg
441406202600547,믹스견,흰색,눈곱. 코 팥죽색. 진드기 오염. 얌전. 털 상태 불량. 꼬리단미안됨. 우전지 올무.,M,경기 파주시 파평면 청송로 173 인근,경기도 파주시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705220.jpg
441393202600642,믹스견,기타(갈흑백),"5개월추정,순함",F,사동290 부근,경기도 안산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905651.jpg
441393202600641,믹스견,기타(백갈),"6개월추정,순함",M,사동290 부근,경기도 안산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905180.jpg
441393202600640,믹스견,기타(갈흑),"6개월,순함",M,사동290 부근,경기도 안산시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905140.jpg
441390202600194,믹스견,기타(백갈),"교통사고추정,입소시자연사",M,광명시청에서 인수,경기도 광명시,종료(자연사),http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231205323.jpg
441382202600417,시츄,기타(갈/흰),코 검정. 눈물자국. 콧물. 진드기오염. 양 귀 외이염. 친화적. 꼬리단미안됨. 털 상태 양호.,M,경기 의정부시 둔야로 57 (가능동) 인근,경기도 의정부시,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705377.jpg
427342202600304,페키니즈,흰색,"백내장, 미용, 피부병, 회색옷 착용",M,화랑로11길 14,대구광역시 동구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905445.jpg
411316202600401,믹스견,검정&흰색,코검정. 콧물. 전선피부질환. 유선발달. 양 눈 백내장. 친화적. 꼬리단미됨. 털 상태 불량.,F,서울 구로구 구로중앙로 174 (구로동) 인근,서울특별시 구로구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/20260523160581[1].jpg
411316202600400,믹스견,검정&흰색,빨간바탕에 노란 줄무늬 목걸이 착용. 회색 리드줄. 코 검정. 친화적. 활발. 꼬리단미안됨. 털 상태 양호.,F,서울 구로구 벚꽃로 392 (구로동) 인근,서울특별시 구로구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231605809.jpg
411315202600397,믹스견,흰색,코 검정. 심한눈꼽. 피부질환. 좌안 못뜸. 유선발달. 양 눈 백내장. 치석. 얌전. 온순. ,F,서울 강서구 방화대로47가길 22 인근,서울특별시 강서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705521.jpg
411315202600396,믹스견,흰색,코 팥죽색. 눈물자국. 눈곱. 치석. 피부질환. 유선발달. 겁있음. 온순. 꼬리단미안됨. 털 상태 양호.,F,서울 강서구 화곡동 824-6 인근,서울특별시 강서구,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605231705139.jpg
450650202601244,믹스견,검정색,개체관리번호 1048 ,M,제주시 연동 연북로 82 ,제주특별자치도,보호중,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/05/202605230905446.jpg
